row ID,row m/z,row retention time,20220504_groupC_DBGI_07_01.mzML Peak area,20220504_groupC_DBGI_07_02.mzML Peak area,20220504_groupC_DBGI_07_03.mzML Peak area,20220504_groupC_DBGI_07_04.mzML Peak area,20220504_groupC_DBGI_07_05.mzML Peak area,20220504_groupC_DBGI_07_06.mzML Peak area,20220504_groupC_DBGI_07_07.mzML Peak area,20220504_groupC_DBGI_07_08.mzML Peak area,20220504_groupC_DBGI_07_09.mzML Peak area,20220504_groupC_DBGI_07_10.mzML Peak area,20220504_groupC_DBGI_07_11.mzML Peak area,20220504_groupC_DBGI_07_12.mzML Peak area,20220504_groupC_DBGI_07_13.mzML Peak area,20220504_groupC_DBGI_07_14.mzML Peak area,20220504_groupC_DBGI_07_nd_20220504181114.mzML Peak area,
519,401.2681579589844,3.5161557333333335,0,3405565.0082714874,2.1147345736284733E7,0,2276337.4262516275,0,0,0,0,0,0,0,0,0,0,
520,351.26837158203125,5.278214279999999,0,4531596.642919212,9079053.11450406,0,1.756703811385395E7,1.1413814580365075E7,0,0,0,1.2169970564887124E8,0,0,0,0,0,
522,423.2506866455078,4.380592933333333,0,2989659.6621659417,2614495.929156729,0,5817428.011930239,0,0,0,0,0,0,0,0,0,0,
523,425.2664337158203,4.348506975000001,0,4234329.197392211,0,0,9289274.472810352,4375970.341444101,0,0,0,2689343.9432992525,0,0,0,0,0,
524,491.2979736328125,3.4663456,0,2809454.9376798524,1.3084059280620292E7,0,0,0,0,0,0,0,0,0,0,0,0,
525,585.2764587402344,1.5566066,0,5070769.005788815,0,0,0,0,0,0,0,0,0,0,0,0,0,
526,315.0862731933594,2.8559236,0,2970924.772915509,0,0,0,0,0,0,0,0,0,0,0,0,0,
527,264.2321746826172,4.32117568,0,3416538.9818700636,9830199.258224979,0,5259975.336449853,1957678.0938168913,0,0,0,2725946.8450436434,0,0,0,0,0,
529,163.1481056213379,5.421081275,0,5418292.962313341,2004802.8281099899,0,1.0392843977755688E7,2403954.6876600315,0,0,0,0,0,0,0,0,0,
530,613.482763671875,6.68384336,0,4415189.948408156,0,4321734.336471802,4460096.895160098,3808251.7750134254,4699744.429856956,5336966.932110816,4153859.56088294,4682839.494464957,0,0,4908172.63811931,3978951.950241003,0,
531,399.2895202636719,4.1528696,0,5119932.963156328,2.3425249426182933E7,0,3637658.3573962688,1402218.3241991252,0,0,0,1.9034016745160285E7,0,0,0,0,0,
532,255.21081034342447,4.512567799999999,0,5005820.576833317,2.591632121806903E7,0,6900906.106549118,0,0,0,0,0,0,0,0,0,0,
533,464.3009796142578,3.772147,0,4681717.988777834,1.2497577525789721E7,0,0,0,0,0,0,0,0,0,0,0,0,
534,245.22618103027344,6.2622356,0,3232724.0071837045,0,0,9351788.287655143,0,0,0,0,0,0,0,0,0,0,
535,349.25240325927734,5.01830925,0,2899211.1184184267,0,0,1.3140417704449667E7,0,0,0,0,0,0,0,0,0,0,
536,399.28943888346356,5.5433224,0,5566760.62325064,4.303254951200403E7,0,6809402.315254847,0,0,0,0,0,0,0,0,0,0,
537,891.3710327148438,1.5566066,0,4305429.465780952,0,0,0,0,0,0,0,0,0,0,0,0,0,
538,284.331298828125,4.7607312,0,4613829.55337455,0,0,0,0,0,0,0,0,0,0,0,0,0,
539,399.2894401550293,4.3429498,0,2913370.9979310627,1.9687829490485597E7,0,2047946.298722455,1.0080809623139362E8,0,0,0,0,0,0,0,0,0,
540,339.04781341552734,0.936494245,0,9107039.756707948,0,0,1.3737856643365592E7,0,0,0,1702265.8380675758,0,0,6008058.383713631,0,0,0,
541,273.2213073730469,5.28188048,0,2326384.6289519323,3.1815513018613353E7,0,7535308.831533707,8087591.9795195665,0,0,0,2.4121130841659315E7,0,0,0,0,0,
542,261.2212422688802,5.035218566666667,0,2453639.809310669,4923565.018310354,0,1.321434503504916E7,0,0,0,0,0,0,0,0,0,0,
543,366.25518798828125,4.0677067,0,2471951.894865695,0,0,0,0,0,0,0,0,0,0,0,0,0,
544,199.06014251708984,1.5114532999999999,0,2486426.651260875,5280401.445391309,0,0,0,0,0,0,0,0,0,0,0,0,
545,245.2264175415039,6.78875755,0,5278790.383662372,0,0,7034689.662537965,0,0,0,0,0,0,0,0,0,0,
547,448.3429016113281,4.53787298,0,5502666.144320572,4287258.766872857,0,5734914.791586427,1.0319745894076891E7,0,0,0,1.8367994459039442E7,0,0,0,0,0,
548,459.30826568603516,5.5873004,0,2783481.0345356073,0,0,4958501.8132644,0,0,0,0,0,0,0,0,0,0,
549,383.2581558227539,3.1532888,0,9356167.087544426,0,0,6294722.1090959925,0,0,0,0,0,0,0,0,0,0,
550,613.4827331542969,6.96866064,0,3966140.5408766163,0,4540930.069094254,4161461.522461156,4526914.958348685,4443678.987201779,0,4602713.568334692,4267002.290997426,0,4295968.393471134,4502097.114662057,4084940.532870925,0,
551,371.0740509033203,0.829951195,0,1.0208093682178274E7,0,0,9483838.222902821,0,0,0,0,0,0,0,0,0,0,
552,367.26276143391925,3.591885766666666,0,2524223.914296952,1.6694378304775745E7,0,3118336.051378105,0,0,0,0,0,0,0,0,0,0,
553,369.2788391113281,6.267682349999999,0,2315017.660562969,0,0,5586009.972504738,0,0,0,0,0,0,0,0,0,0,
554,161.09610493977866,3.6032335,0,2558060.7865349925,1.8842257531073883E7,0,2680771.063006653,0,0,0,0,0,0,0,0,0,0,
555,259.2420883178711,4.749064649999999,0,3814579.008643487,0,0,5958467.341947918,0,0,0,0,0,0,0,0,0,0,
556,206.88589477539062,0.38249373,0,4392985.297952549,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,385.273920694987,4.061236633333333,0,2354510.1469322164,9.168801867589708E7,0,2270212.42114069,0,0,0,0,0,0,0,0,0,0,
558,351.0113983154297,1.0354472000000001,0,6706724.666484826,0,5221735.507293171,0,0,0,0,0,0,0,0,0,0,0,
559,335.2579040527344,4.0775732,0,2876886.6058634776,0,0,0,0,0,0,0,0,0,0,0,0,0,
561,243.0531463623047,1.123453,0,4251472.867314372,0,0,0,0,0,0,0,0,0,0,0,0,0,
562,399.2531229654948,3.1389164666666667,0,4573122.945472669,9510361.124408696,0,6812137.58022674,0,0,0,0,0,0,0,0,0,0,
563,365.2476577758789,3.6495945499999998,0,1624698.9306759322,2.045386276828016E7,0,1603680.5135892918,1370041.4281449392,0,0,0,0,0,0,0,0,0,
564,261.2212768554688,5.47208374,0,1955083.8886355835,2949294.3137126835,0,2099029.297556642,2440116.8242544746,0,0,0,5740872.008599426,0,0,0,0,0,
566,409.27374267578125,5.3237179999999995,0,2831075.3895060066,0,0,9482693.230869742,0,0,0,0,0,0,0,0,0,0,
567,143.0855655670166,5.047572425,0,3240506.6082491227,0,0,1.4498973699338939E7,4735945.905404769,0,0,0,2268221.5371190934,0,0,0,0,0,
568,285.22159576416016,4.521418000000001,0,4099959.9930370953,1.3441080959971683E7,0,7098413.169577547,0,0,0,4.899446095740554E7,0,0,0,0,0,0,
569,429.3728434244792,7.3042583,0,2049973.345361438,0,0,0,0,1656280.29217145,0,1652535.6700072584,0,0,0,0,0,0,
571,401.2688217163086,4.384847625,0,1854694.7477782164,1.9925170548532393E7,0,3885317.793625244,0,0,0,0,7478196.056582636,0,0,0,0,0,
572,434.36295318603516,4.9187879500000005,0,6329518.219334415,0,0,8665010.354915613,0,0,0,0,0,0,0,0,0,0,
574,437.2392272949219,1.5161677,0,1.0429897028376184E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
576,284.13401285807294,0.5051978933333333,0,2892868.3640963435,0,0,8398923.201479495,0,0,0,0,4204159.854705261,0,0,0,0,0,
577,409.27374267578125,4.0677067,0,1554791.627959839,0,0,0,0,0,0,0,0,0,0,0,0,0,
578,210.94056193033853,0.41327305833333333,0,3795320.5301667014,2686530.6046182946,2237680.922742356,0,2832294.6217587735,0,9701969.046557885,0,1948852.579961362,0,0,0,0,0,
579,245.00581868489584,0.4846489666666667,0,6616173.132348056,0,0,5364157.841104744,2777800.7706440813,0,0,0,0,0,0,0,0,0,
580,459.27213287353516,3.14769335,0,2403432.8706787354,1.4130668101078123E7,0,0,0,0,0,0,0,0,0,0,0,0,
581,317.0997619628906,1.226180625,0,2299186.2249059966,0,0,4750789.611080075,2567803.4039840684,0,0,0,0,0,2806544.832777934,0,0,0,
582,161.09618123372397,4.1171344,0,2001965.293634032,6.314362418778723E7,0,0,0,0,0,0,6548937.333901838,0,0,0,0,0,
584,191.17947387695312,4.89015405,0,1494276.0558194988,0,0,3805159.194809789,0,0,0,0,0,0,0,0,0,0,
585,163.0389404296875,2.8559236,0,1565097.2813233125,0,0,0,0,0,0,0,0,0,0,0,0,0,
587,203.05260576520647,0.43157312714285706,0,7959910.397766349,3075780.415858228,0,5785745.910640013,2243530.793780756,2.621570622982434E7,0,0,0,0,3404956.677962439,3734340.5404623575,0,0,
588,461.2877769470215,3.8691317,0,1414228.7653019978,3497530.0113110594,0,1409706.3708269894,6.020256157563917E7,0,0,0,0,0,0,0,0,0,
589,461.28746541341144,3.129277033333333,0,4692620.806000674,1.3293500840153065E7,0,2615500.8606326217,0,0,0,0,0,0,0,0,0,0,
590,337.25272369384766,4.778191425,0,1449371.1207635677,1.2371370111983335E7,0,3543270.4409258952,9058780.871671071,0,0,0,0,0,0,0,0,0,
591,368.27085876464844,4.29431445,0,1348594.6513203506,0,0,1742455.7104599022,0,0,0,0,0,0,0,0,0,0,
592,367.2637054443359,5.38479178,0,1755311.8099228023,5571472.693225207,0,6926127.035363242,3782999.197665769,0,0,0,2874371.643526167,0,0,0,0,0,
594,387.2895202636719,5.88896675,0,1155407.7300367588,0,0,0,1.101087070028399E7,0,0,0,0,0,0,0,0,0,
595,143.08565139770508,4.776100825,0,1423067.7917167495,8500941.341424013,0,3608323.691758464,1.1114636200952401E7,0,0,0,0,0,0,0,0,0,
597,885.551499586839,7.021131576923077,0,3488445.2628598292,3757756.3565869033,3422259.491961188,3272410.405061086,2850140.113188182,6616958.982731803,8097105.458250411,4134112.169952941,6851406.558564323,3267715.1023539384,3177179.0306917797,9796229.697097365,6942043.354522511,0,
598,387.2895050048828,3.62919885,0,5239564.000179952,0,0,4598850.563947512,0,0,0,0,0,0,0,0,0,0,
601,399.2534637451172,4.491165933333334,0,1009653.1444166326,0,0,2135652.8455897304,2.2771840398305703E7,0,0,0,0,0,0,0,0,0,
603,351.08399353027346,4.18991482,0,1572991.5230994592,0,0,1.0136757996788843E7,2.0671485150580324E7,0,0,0,3654833.951644684,5605000.377634485,0,0,0,0,
605,246.22171020507812,3.0594455,0,2533461.218683585,0,0,0,0,0,0,0,0,0,0,0,0,0,
606,480.3682454427083,4.3426442,0,1315945.3866114658,2932848.0051277466,0,0,1.3310815661975972E7,0,0,0,0,0,0,0,0,0,
607,261.2214660644531,4.47460255,0,2222249.3697595447,1.9646448117208783E7,0,0,0,0,0,0,0,0,0,0,0,0,
608,246.22167205810547,2.9036633,0,2455785.996317255,0,0,4176951.8377996003,0,0,0,0,0,0,0,0,0,0,
609,369.2789815266927,3.608022933333333,0,3653266.0097628846,0,0,3256739.297404503,0,0,0,0,1448002.6443296142,0,0,0,0,0,
612,465.0404357910156,0.37768267,0,2365642.137154406,0,4880561.189278012,2599469.0104215364,0,0,3151225.6212710068,0,0,0,6005280.103920319,0,4939335.324408469,0,
613,283.0213623046875,0.59726663,0,2927677.1407857174,0,0,1872135.974949339,0,0,0,0,5823065.231909289,0,0,0,0,0,
614,149.1325429280599,4.660521166666666,0,1148971.4587830016,2.234692568730196E7,0,0,1519470.8539938573,0,0,0,0,0,0,0,0,0,
615,381.20213317871094,1.2152705,0,1643508.9561219325,3043127.312471449,0,0,0,0,0,0,0,0,0,0,0,0,
616,104.10018730163574,0.40391442499999997,0,4590455.20867399,2330963.057863679,0,0,0,0,0,0,0,0,0,0,0,0,
618,190.04991912841797,1.2331001750000001,0,1805420.5634298762,0,0,2058203.9742545583,2337003.2531553763,0,0,0,2458560.2368528144,0,0,0,0,0,
619,209.04454549153647,0.60403391,0,2781598.1833611364,0,0,4250084.540449107,0,0,0,0,7735910.474392822,0,0,0,0,0,
621,205.09725952148438,1.2881232,0,2879143.5533726243,0,0,0,0,0,0,0,0,0,0,0,0,0,
622,104.11467742919922,0.44649275,0,4119509.9698187243,0,0,0,0,0,0,0,0,0,0,0,0,0,
624,381.0794372558594,0.97303235,0,8282591.996068982,0,0,0,0,0,0,0,0,0,0,0,0,0,
625,198.0371856689453,0.45375107666666664,0,1641118.5163916436,2663802.95148733,0,0,2529146.421599194,0,0,0,0,0,0,0,0,0,
626,246.22171020507812,2.7904352,0,1134148.0836618769,0,0,0,0,0,0,0,0,0,0,0,0,0,
627,583.41455078125,4.7017633,0,2823432.541061253,0,0,0,0,0,0,0,3929237.1225476074,0,0,0,0,0,
628,445.11072540283203,0.5902485525,0,1785503.8825757438,4923166.564979017,0,1.0012473003412109E7,0,0,0,0,0,0,0,0,7454135.771418599,0,
632,188.07066345214844,1.2881232,0,2148818.389428843,0,0,0,0,0,0,0,0,0,0,0,0,0,
635,437.2392578125,1.7078189,0,1510754.046184497,0,0,0,0,0,0,0,0,0,0,0,0,0,
636,153.9978230794271,0.9355497833333333,0,3366127.5888632117,3365587.6033419855,0,0,3820473.4201243874,0,0,0,0,0,0,0,0,0,
637,397.27369689941406,4.762961766666667,0,0,1.7841092221565464E8,0,0,3.9091946038726136E7,0,0,0,3.7413008495349154E7,0,0,0,0,0,
638,289.2165222167969,4.8514114,0,0,1.2727085869543003E8,0,0,0,0,0,0,0,0,0,0,0,0,
639,383.2585906982422,4.8765256,0,0,1.2266514883579586E8,0,0,0,0,0,0,0,0,0,0,0,0,
640,287.20106506347656,4.221515,0,0,1.0459917805643155E8,0,0,0,0,0,0,0,0,0,0,0,0,
641,431.2793884277344,3.6682342,0,0,8.586862780851208E7,0,0,0,0,0,0,0,0,0,0,0,0,
642,301.2160186767578,4.662032625,0,0,7.955024387036353E7,0,6106764.638526685,0,0,0,2169632.5939927665,0,3599869.1979887965,0,0,0,0,
643,387.28997802734375,4.2542479,0,0,7.459847528344783E7,0,0,0,0,0,0,0,0,0,0,0,0,
644,399.25372314453125,4.221515,0,0,6.18292275915485E7,0,0,0,0,0,0,0,0,0,0,0,0,
645,373.3102111816406,4.4167953,0,0,5.2741875224077895E7,0,0,0,0,0,0,0,0,0,0,0,0,
646,441.2618179321289,4.1711948,0,0,5.838824628272449E7,0,0,3485766.0591992396,0,0,0,0,0,0,0,0,0,
647,400.26068115234375,3.6018328,0,0,5.356898980758924E7,0,4584701.445404947,0,0,0,0,0,0,0,0,0,0,
648,399.25328063964844,5.11699565,0,0,5.717742896220106E7,0,0,3048904.6497087227,0,0,0,0,0,0,0,0,0,
649,397.27362060546875,5.1737168,0,0,4.536944420997181E7,0,0,0,0,0,0,0,0,0,0,0,0,
650,417.26380920410156,3.87570575,0,0,5.340102772916782E7,0,0,1.1942912257944427E7,0,0,0,0,0,0,0,0,0,
651,241.19499969482422,4.7380799499999995,0,0,5.181452431179159E7,0,3720212.3953915155,9625296.173070142,0,0,0,2.5211603691097233E7,0,0,0,0,0,
652,369.2790985107422,4.2542479,0,0,4.553723812267748E7,0,0,0,0,0,0,0,0,0,0,0,0,
653,381.2430419921875,4.1711948,0,0,4.455841783491108E7,0,0,1.2947956616729623E7,0,0,0,0,0,0,0,0,0,
654,341.2843933105469,4.2459085,0,0,5.925178683423079E7,0,0,0,0,0,0,0,0,0,0,0,0,
655,371.29457092285156,5.27249415,0,0,4.29820791405718E7,0,0,6.624539600514057E7,0,0,0,0,0,0,0,0,0,
656,413.26878356933594,4.9991056,0,0,6.484940986309069E7,0,9206841.316284942,0,0,0,0,0,0,0,0,0,0,
657,355.29962158203125,4.4167953,0,0,4.801728557548103E7,0,0,0,0,0,0,0,0,0,0,0,0,
658,345.09694213867186,3.22689792,0,0,5.7336513069396995E7,0,4297296.931978272,4.935882507190415E7,0,0,0,4755194.336404866,0,4211037.137405983,0,0,0,
659,395.2582244873047,4.9991056,0,0,5.903800331672484E7,0,8425160.652851831,0,0,0,0,0,0,0,0,0,0,
660,383.25848388671875,3.9434652,0,0,3.8753342631905675E7,0,0,0,0,0,0,0,0,0,0,0,0,
661,431.27952575683594,4.0219274,0,0,4.325883682374184E7,0,0,1.0513734984828321E7,0,0,0,0,0,0,0,0,0,
662,395.25830078125,5.6049037,0,0,5.962488749149104E7,0,0,0,0,0,0,0,0,0,0,0,0,
663,264.2322082519531,4.6728378500000005,0,0,4.032220884008587E7,5398670.113291355,0,1.0447593466033516E7,0,2703048.7037026845,0,0,0,0,0,0,0,
664,464.3013000488281,3.9520818,0,0,2.676233994520607E7,0,0,0,0,0,0,0,0,0,0,0,0,
665,466.31703186035156,4.0086309,0,0,3.03252831171307E7,0,0,0,0,0,0,0,0,0,0,0,0,
666,365.24810791015625,4.8765256,0,0,3.046869552724742E7,0,0,0,0,0,0,0,0,0,0,0,0,
667,399.2535705566406,4.7955727,0,0,3.0968930537209418E7,0,0,0,0,0,0,0,0,0,0,0,0,
668,241.19524383544922,4.2364508999999995,0,0,2.7607458118103217E7,0,0,0,0,0,0,8285771.591266303,0,0,0,0,0,
669,313.0708236694336,3.2776336500000003,0,0,5.632038949109145E7,0,7520501.189824797,0,0,0,0,0,0,0,0,0,0,
670,415.28404744466144,4.763378433333333,0,0,2.6632683831581857E7,0,0,3.697357486232079E7,0,0,0,2.0107978171816114E8,0,0,0,0,0,
671,413.26851654052734,4.689876,0,0,2.4412147022277895E7,0,3.070343721247803E7,0,0,0,0,0,0,0,0,0,0,
672,397.27386474609375,3.6501365,0,0,2.9673623792055093E7,0,0,0,0,0,0,0,0,0,0,0,0,
673,403.2844543457031,4.073178966666667,0,0,2.3538164221885476E7,0,0,1.2126495314593019E7,0,0,0,1.8743469222594578E7,0,0,0,0,0,
674,257.22642008463544,5.274412766666667,0,0,2.480036280600925E7,0,1.1589891083888957E7,3.641396242828305E7,0,0,0,0,0,0,0,0,0,
675,425.26686096191406,4.8118035500000005,0,0,2.2651559787846573E7,0,0,7387503.5766267665,0,0,0,0,0,0,0,0,0,
676,291.2314453125,4.500119,0,0,2.4501122214468908E7,0,0,0,0,0,0,0,0,0,0,0,0,
677,417.2637176513672,3.1641734,0,0,1.7056689673452314E7,0,0,0,0,0,0,0,0,0,0,0,0,
678,413.2686767578125,3.6682342,0,0,2.033975558583026E7,0,0,0,0,0,0,0,0,0,0,0,0,
679,415.2843933105469,4.4356576,0,0,2.24456447384413E7,0,0,0,0,0,0,0,0,0,0,0,0,
680,381.24259185791016,3.75901175,0,0,1.8481568982605126E7,0,0,1.0209436373439342E7,0,0,0,0,0,0,0,0,0,
681,395.25804138183594,4.689876,0,0,2.0245888415134076E7,0,2.6733188230386335E7,0,0,0,0,0,0,0,0,0,0,
682,455.279296875,5.6049037,0,0,3.691645501970471E7,0,0,0,0,0,0,0,0,0,0,0,0,
683,427.28218841552734,4.2363897,0,0,3.0814332622421324E7,0,0,5769926.197006182,0,0,0,0,0,0,0,0,0,
684,337.06813049316406,3.2781116000000003,0,0,3.80699468820664E7,0,6264822.865052656,0,0,0,0,0,1709048.733232507,0,0,0,0,
685,385.2738444010417,3.694502266666667,0,0,5.353552699262602E7,0,0,2.2070593988760635E7,0,0,0,3053877.5725593814,0,0,0,0,0,
686,341.3204091389974,6.5043915000000005,0,0,2.0773716825457513E7,0,1.5905378742059266E7,5648295.728420306,0,0,0,0,0,0,0,0,0,
687,271.24212646484375,5.919028,0,0,2.5051976548264105E7,0,0,0,0,0,0,0,0,0,0,0,0,
689,401.2689971923828,4.15615345,0,0,2.02761339486705E7,0,0,4.295063460097813E7,0,0,0,0,0,0,0,0,0,
690,193.12289428710938,4.8514114,0,0,2.0593964851861067E7,0,0,0,0,0,0,0,0,0,0,0,0,
691,464.3010940551758,4.0606685,0,0,1.748254269299062E7,0,0,5.3136453335285835E7,0,0,0,0,0,0,0,0,0,
692,413.3027648925781,4.4080933,0,0,2.396404967358229E7,0,0,0,0,0,0,0,0,0,0,0,0,
693,241.1948699951172,5.1737168,0,0,1.6021671508598283E7,0,0,0,0,0,0,0,0,0,0,0,0,
694,335.0524139404297,3.2725817,0,0,2.8947554952972073E7,0,4662539.989989403,0,0,0,0,0,0,0,0,0,0,
695,489.28271484375,3.6040893,0,0,1.804041615076658E7,0,0,0,0,0,0,0,0,0,0,0,0,
696,199.13297271728516,1.5781067,0,0,1.3585168623541536E7,0,0,0,0,0,0,0,0,0,0,0,0,
697,371.2580261230469,3.4854245,0,0,1.610681941316855E7,0,0,0,0,0,0,0,0,0,0,0,0,
698,361.18572998046875,1.5781067,0,0,1.3534388870431913E7,0,0,0,0,0,0,0,0,0,0,0,0,
699,384.2629089355469,3.5944562,0,0,2.0752373052928958E7,0,0,0,0,0,0,0,0,0,0,0,0,
700,473.2898712158203,5.6049037,0,0,2.6085405751852557E7,0,0,0,0,0,0,0,0,0,0,0,0,
701,489.28277587890625,3.9434652,0,0,1.850269537718138E7,0,0,0,0,0,0,0,0,0,0,0,0,
702,494.3475799560547,3.6765673,0,0,1.725862695824732E7,0,0,0,0,0,0,0,0,0,0,0,0,
703,339.30482482910156,6.57759235,0,0,1.7538614661690053E7,0,8608320.236398173,0,0,0,0,0,0,0,0,0,0,
704,492.2078094482422,1.7004277,0,0,1.1797408656886768E7,0,0,0,0,0,0,0,0,0,0,0,0,
705,402.2735290527344,3.545412166666667,0,0,1.8544816338868365E7,0,1808268.5092657334,1119075.3537719985,0,0,0,0,0,0,0,0,0,
706,417.2635803222656,3.46995585,0,0,2.2679072723149315E7,0,0,1773738.0291118135,0,0,0,0,0,0,0,0,0,
707,353.24781799316406,4.0086309,0,0,2.636405830234237E7,0,0,0,0,0,0,0,0,0,0,0,0,
708,415.2838897705078,3.6501365,0,0,1.795614611918393E7,0,0,0,0,0,0,0,0,0,0,0,0,
709,303.2319641113281,4.6982013,0,0,1.265416011126574E7,0,0,0,0,0,0,0,0,0,0,0,0,
710,471.2718811035156,4.0219274,0,0,2.2159907378595997E7,0,0,1.692172401766719E7,0,0,0,0,0,0,0,0,0,
711,434.23858642578125,1.6918986,0,0,9142935.966855813,0,0,0,0,0,0,0,0,0,0,0,0,
712,505.0978088378906,2.17322485,0,0,1.4055673058781372E7,0,0,0,0,9.868076655130222E7,0,0,0,0,0,0,0,
713,331.0812683105469,2.6333526,0,0,1.4619811216254069E7,0,0,0,0,0,0,0,0,0,0,0,0,
714,256.0815734863281,1.2992131,0,0,1.4473791650021413E7,0,0,0,0,0,0,0,0,0,0,0,0,
715,285.18505859375,4.1998225666666675,0,0,1.0849923425042598E7,0,0,0,0,0,1.552007044795205E7,0,1.5629536974084066E7,0,0,0,0,
716,450.3216247558594,4.4254223,0,0,1.1788895216471909E7,0,0,0,0,0,0,0,0,0,0,0,0,
717,275.2009582519531,4.2542479,0,0,1.5628283652094917E7,0,0,0,0,0,0,0,0,0,0,0,0,
718,301.2162780761719,4.0680384,0,0,9733233.533153042,0,0,0,0,0,0,0,0,0,0,0,0,
719,315.2311706542969,4.6982013,0,0,1.0211298756957298E7,0,0,0,0,0,0,0,0,0,0,0,0,
720,455.27685546875,4.4356576,0,0,1.1984962857873715E7,0,0,0,0,0,0,0,0,0,0,0,0,
722,221.15390014648438,4.2542479,0,0,1.2429042748726174E7,0,0,0,0,0,0,0,0,0,0,0,0,
723,303.2317199707031,5.5172926,0,0,9370494.394107258,0,0,0,0,0,0,0,0,0,0,0,0,
724,301.0707295735677,2.7883757333333334,0,0,1.0603012915492462E7,0,0,1703209.37923293,0,0,0,0,6829193.754790135,0,0,0,0,
725,466.3164978027344,3.6682342,0,0,8182955.455867064,0,0,0,0,0,0,0,0,0,0,0,0,
726,147.1170196533203,4.2542479,0,0,8746059.48672511,0,0,0,0,0,0,0,0,0,0,0,0,
728,489.10291290283203,2.3710645,0,0,8944796.187734613,0,0,0,0,7045292.276472513,0,0,0,0,0,0,0,
729,433.2947692871094,3.6501365,0,0,1.2819836296315465E7,0,0,0,0,0,0,0,0,0,0,0,0,
730,411.2870407104492,4.82114725,0,0,1.027609117315023E7,0,0,3274842.290640947,0,0,0,0,0,0,0,0,0,
731,501.2823486328125,3.8299484,0,0,1.3875906217113279E7,0,0,0,0,0,0,0,0,0,0,0,0,
732,397.2737731933594,5.5365236,0,0,8456877.799132833,0,0,0,0,0,0,0,0,0,0,0,0,
733,494.34769439697266,4.0219274,0,0,1.522034180346509E7,0,0,1.047792750366051E7,0,0,0,0,0,0,0,0,0,
734,289.2526550292969,5.9516026,0,0,1.126910592250271E7,0,0,0,0,0,0,0,0,0,0,0,0,
735,385.0896250406901,0.94491767,0,0,2.8998560271540236E7,0,4305975.436302318,2697575.6467328803,0,0,0,0,0,0,0,0,0,
736,489.2823486328125,3.476256,0,0,9020650.610573253,0,0,0,0,0,0,0,0,0,0,0,0,
737,429.1758066813151,2.496024766666667,0,0,1.1773060772068555E7,0,0,1.7519275238845494E7,0,0,0,0,1.0170653566994285E7,0,0,0,0,
738,487.2668762207031,3.4380336,0,0,1.3536054959094396E7,0,0,0,0,0,0,0,0,0,0,0,0,
739,257.2263412475586,5.0169709000000005,0,0,8754235.667651787,0,6262524.014043767,0,0,0,0,0,0,0,0,0,0,
740,109.10159301757812,4.55625445,0,0,1.0450844622505533E7,0,0,2452130.3626648257,0,0,0,0,0,0,0,0,0,
741,305.2115783691406,4.221515,0,0,8643511.249636395,0,0,0,0,0,0,0,0,0,0,0,0,
742,337.2887878417969,4.4167953,0,0,9955833.561651861,0,0,0,0,0,0,0,0,0,0,0,0,
743,439.24610900878906,4.2446885000000005,0,0,9761622.836139772,0,0,5360565.231084915,0,0,0,0,0,0,0,0,0,
744,229.1954345703125,4.2542479,0,0,7937123.708884919,0,0,0,0,0,0,0,0,0,0,0,0,
745,469.2562561035156,4.0606685,0,0,9799506.296315918,0,0,1.287417624304649E7,0,0,0,0,0,0,0,0,0,
746,411.1625467936198,1.5639228333333335,0,0,1.3279125419851905E7,6224931.0432740785,0,0,0,0,8603321.535534773,0,0,0,0,0,0,
747,243.21127319335938,4.8514114,0,0,9680694.379272744,0,0,0,0,0,0,0,0,0,0,0,0,
748,275.23707071940106,5.274412766666667,0,0,8730524.971343199,0,4089194.406081734,1.3304952500821423E7,0,0,0,0,0,0,0,0,0,
749,339.26868438720703,4.94091485,0,0,9220855.429940991,0,3176387.2040220713,0,0,0,0,0,0,0,0,0,0,
750,207.1743927001953,4.4167953,0,0,7640061.948447301,0,0,0,0,0,0,0,0,0,0,0,0,
751,319.22589111328125,4.6982013,0,0,8694508.945315436,0,0,0,0,0,0,0,0,0,0,0,0,
752,443.2779998779297,3.7990653500000002,0,0,1.5158391285439758E7,0,0,7586350.706160532,0,0,0,0,0,0,0,0,0,
753,427.1365661621094,1.5615972500000002,0,0,1.6010832775443405E7,6813754.89883333,0,0,0,0,0,0,0,0,0,0,0,
754,287.2367706298828,4.69333765,0,0,1.1856995098155033E7,0,0,1.980521146124698E7,0,0,0,0,0,0,0,0,0,
755,519.2929077148438,3.8741557,0,0,1.1806728477970205E7,4.672228791571109E7,0,0,0,0,0,0,0,0,0,0,0,
756,301.2164611816406,4.221515,0,0,7331120.228321242,0,0,0,0,0,0,0,0,0,0,0,0,
757,484.3272399902344,3.99708195,0,0,9100032.38584238,4650396.015717873,0,0,0,0,0,0,0,0,0,0,0,
758,289.2159729003906,4.6982013,0,0,7425024.731132957,0,0,0,0,0,0,0,0,0,0,0,0,
759,227.12776947021484,1.79272,0,0,5265650.311110179,0,0,0,0,0,0,0,0,0,0,0,0,
760,406.24359130859375,1.5815792,0,0,9008863.42278976,0,0,5550346.60499136,0,0,0,6996702.773354972,0,0,0,0,0,
